000001859,252,651,507,960,pants
000016917,1247,1841,1644,3013,pants
000005970,432,625,754,921,pants
000011489,1051,1534,1443,2800,pants
000017622,416,694,788,1472,pants
000015978,75,1458,902,2549,pants
000013604,79,239,297,604,pants
000011794,274,458,536,1003,pants
000007520,40,22,118,172,pants
000330013,376,1458,917,2455,pants
000330002,248,580,570,1117,pants
000008897,132,518,570,1046,pants
000012825,360,543,642,1128,pants
000004617,167,291,281,630,pants
000013833,276,504,592,1098,pants
000014602,792,2457,1457,3657,pants
000004927,675,1180,1555,2615,pants
000007865,416,358,651,832,pants
000012810,372,364,500,772,pants
000010135,1107,1492,1854,2536,pants
000017072,263,1188,725,2299,pants
000001992,292,239,486,578,pants
000014443,237,500,653,640,pants
000015922,4,1350,891,2715,pants
000014214,153,421,346,612,pants
000006575,1606,1116,2063,1911,pants
000007590,391,591,557,1124,pants
000010031,72,319,304,612,pants
000011503,213,330,360,545,pants
000005063,155,316,537,589,pants
000000863,148,375,307,644,pants
000002470,1228,3062,2352,5251,pants
000018660,306,300,476,526,pants
000010207,1166,2695,2013,4138,pants
000008519,152,591,448,1111,pants
000013158,86,371,292,958,pants
000005970,420,625,744,915,pants
000330184,263,943,724,2022,pants
000017862,1142,2535,1789,2827,pants
000000055,345,593,591,1065,pants
000015425,311,709,800,1356,pants
000002518,260,417,367,581,pants
000011489,1051,1499,1058,1520,pants
000001814,461,818,934,2050,pants
000003879,189,228,328,549,pants
000016263,254,457,490,847,pants
000011279,300,561,678,1137,pants
000018010,234,675,445,1101,pants
000008299,384,464,588,1032,pants
000098744,180.0,274.0,259.0,536.0,pants
000013158,385,366,614,953,pants
000006141,94,1219,1310,2245,pants
000003750,695,1150,1400,2340,pants
000007040,158,322,394,514,pants
000013826,22,544,420,717,pants
000015922,18,1415,732,2587,pants
000002829,66,313,219,550,pants
000005547,225,1770,1092,2102,pants
000016441,436,1597,1607,2845,pants
000003455,180,738,467,1132,pants
000002261,709,1071,1141,1876,pants
000363636,981,2815,1804,4365,pants
000011402,225,667,451,1024,pants
000000556,631,2065,1811,3246,pants
000004937,156,521,696,1136,pants
000003006,360,1040,835,2132,pants
000000522,171,348,313,502,pants
000012982,205,301,283,429,pants
000002636,1459,3571,2506,5223,pants
000098744,109.0,285.0,254.0,556.0,pants
000011726,316,263,481,542,pants
000017439,213,1847,562,3017,pants
000012401,254,621,650,1215,pants
000015965,581,866,1015,1536,pants
000003530,727,1259,1433,2280,pants
000000892,154,263,599,527,pants
000002636,1478,3254,2774,5242,pants
000013934,186,522,517,1003,pants
000330184,299,965,716,2008,pants
000008139,171,608,655,964,pants
000018065,206,291,480,1080,pants
000005222,660,1335,1120,2935,pants
000014488,370,1360,1265,2665,pants
000011538,219,438,406,540,pants
000014118,693,371,899,934,pants
000005802,79,291,253,570,pants
000006004,490,1309,1083,1763,pants
000009302,752,1870,1624,2651,pants
000009356,149,295,431,630,pants
000012737,731,763,1129,1915,pants
000018096,123,508,489,960,pants
000004414,442,1049,1111,2191,pants
000006050,400,440,821,1621,pants
000004109,160,409,391,803,pants
000013547,113,234,330,610,pants
000015369,271,219,658,795,pants
000013961,730,1710,1225,2525,pants
000329759,909,1521,1638,2926,pants
000012051,221,389,369,615,pants
000006109,198,1078,996,2433,pants
000329898,285,1546,724,1963,pants
000018507,751,1905,1725,3223,pants
000014663,159,1250,803,1850,pants
000002629,1226,2833,2073,4544,pants
000007861,379,290,534,480,pants
000002677,1888,1173,3194,3132,pants
000005413,686,980,890,1580,pants
000012082,311,1260,935,2458,pants
000008121,184,545,526,1154,pants
000011672,1002,2257,2113,3998,pants
000014822,597,1740,1525,3626,pants
000329854,257,422,416,811,pants
000008570,134,294,320,622,pants
000014165,785,1251,1579,2397,pants
000011660,677,1510,1143,2109,pants
000015965,597,921,1075,1536,pants
000016985,64,411,275,640,pants
000006405,257,300,459,424,pants
000006575,1031,1161,1522,1928,pants
000015030,338,745,567,1242,pants
000009285,802,1592,1545,2592,pants
000007395,270,196,357,281,pants
000013072,65,476,254,640,pants
000004739,497,917,980,2048,pants
000006580,1094,1739,1811,2990,pants
000000760,1019,1273,1460,1881,pants
000011060,439,2215,1374,3832,pants
000007367,28,271,175,582,pants
000363636,884,2744,1848,4427,pants
000007865,424,382,669,867,pants
000010764,229,269,393,604,pants
000012215,858,643,1336,1585,pants
000015058,354,1017,968,2330,pants
000006329,2112,1579,2770,3065,pants
000012789,93,370,216,499,pants
000009403,298,667,520,1141,pants
000009484,210,631,575,1331,pants
000008368,164,1141,1071,2019,pants
000015530,413,467,709,1143,pants
000011085,1016,1370,1770,2749,pants
000008442,590,1229,982,2012,pants
000002799,273,477,586,1222,pants
000012737,256,772,576,1879,pants
000000669,827,786,1731,2226,pants
000010939,740,900,1277,1351,pants
000014505,428,1646,1018,2389,pants
000013547,116,233,327,605,pants
000011422,695,1140,1325,2600,pants
000000047,569,466,858,926,pants
000098744,115.0,289.0,219.0,556.0,pants
000008519,134,636,452,1139,pants
000011287,1183,2179,1999,2844,pants
000005146,675,599,844,885,pants
000016985,115,201,201,346,pants
000018262,271,935,668,1880,pants
000012695,1083,1643,1885,3505,pants
000000266,248,595,383,920,pants
000008866,555,1024,559,1028,pants
000005777,1192,999,1785,1937,pants
000007572,769,1562,1644,3136,pants
000014969,224,454,429,683,pants
000013502,958,2429,1806,3731,pants
000013934,183,494,482,1009,pants
000002177,1707,641,1713,647,pants
000002593,162,130,323,400,pants
000002629,1149,2747,2204,4519,pants
000007691,135,240,319,566,pants
000018524,687,1328,1393,2541,pants
000008408,530,1397,1246,2359,pants
000008643,149,251,305,607,pants
000008035,211,411,499,803,pants
000006864,206,506,476,1024,pants
000011979,536,1597,1476,2139,pants
000001605,461,1079,1099,2658,pants
000006913,415,306,534,527,pants
000018229,114,589,329,999,pants
000000669,868,775,1661,2180,pants
000013659,147,257,300,547,pants
000007611,365,1460,1020,2750,pants
000330003,1025,2628,1977,4345,pants
000098456,582,1754,1142,3078,pants
000004617,258,288,360,637,pants
000014041,652,1801,1241,2816,pants
000006048,891,1999,2150,3037,pants
000003732,4,697,232,932,pants
000005605,545,1275,1535,2470,pants
000013342,435,1490,980,2535,pants
000004004,1025,1544,1748,2885,pants
000000273,34,291,190,561,pants
000015696,127,257,452,518,pants
000012117,249,545,645,1091,pants
000014559,495,746,956,1517,pants
000014118,72,387,313,953,pants
000012418,1545,14,1892,288,pants
000016887,173,593,454,1106,pants
000000143,466,887,863,1661,pants
000329854,253,423,421,811,pants
000005966,1176,1848,1903,2998,pants
000000706,746,1433,1452,2943,pants
000015970,1041,980,1569,2249,pants
000004367,608,1550,1288,2785,pants
000012433,898,1070,1219,1710,pants
000005966,1147,1703,1978,2962,pants
000007367,32,269,173,580,pants
000003241,80,294,768,585,pants
000011503,184,315,363,631,pants
000008576,1149,2600,2247,4233,pants
000014934,168,382,408,746,pants
000005173,208,918,493,1009,pants
000012695,982,1477,1821,3585,pants
000004356,280,312,390,553,pants
000009302,790,1061,1362,1338,pants
000005987,363,1120,897,1885,pants
000001373,897,1154,1657,1861,pants
000002829,83,310,203,553,pants
000003226,196,274,314,527,pants
000013072,371,336,606,618,pants
000011282,932,693,1813,3153,pants
000014663,649,1581,1248,2740,pants
000001712,307,1309,1174,2339,pants
000009230,137,278,380,579,pants
000005146,168,575,327,819,pants
000006949,821,1346,1439,2034,pants
000329792,1358,2134,2462,4697,pants
000012782,410,1552,906,1722,pants
000098797,856,1393,1480,2787,pants
000330495,891,1212,1352,2326,pants
000016985,425,397,541,594,pants
000014165,849,1222,1520,2428,pants
000018507,833,2045,1609,3264,pants
000098456,1130,1661,1748,3049,pants
000329898,215,1364,823,1986,pants
000017042,210,512,467,1178,pants
000015369,354,604,596,967,pants
000009979,157,229,346,539,pants
000098767,94,2270,1540,2575,pants
000011402,844,658,1015,1006,pants
000007590,204,578,578,1131,pants
000001785,1119,2006,2014,4271,pants
000009015,91,286,309,568,pants
000012466,308,693,606,1096,pants
000003732,0,730,210,932,pants
000008679,50,1324,1606,3160,pants
000018156,425,1521,1789,2979,pants
000009440,693,1450,1413,2619,pants
000000067,101,838,304,960,pants
000004945,332,1649,1189,3025,pants
000012842,88,343,211,454,pants
000004414,507,1063,1079,2247,pants
000098655,392,518,602,811,pants
000016985,4,400,289,640,pants
000006575,1031,1116,1584,1900,pants
000009302,847,1823,1647,2657,pants
000009776,1027,870,1546,2004,pants
000004627,723,1243,1194,2293,pants
000006802,163,278,429,796,pants
000013604,100,277,288,632,pants
000010051,961,1060,1463,2145,pants
000012845,42,222,241,539,pants
000012418,1111,0,1463,313,pants
000009979,165,240,333,533,pants
000003750,790,1255,1355,2380,pants
000017487,469,1548,1278,2473,pants
000330013,354,1498,860,2455,pants
000002799,261,489,570,1171,pants
000000047,152,466,374,938,pants
000012737,726,736,1142,1852,pants
000013158,60,336,278,930,pants
000002593,180,133,330,395,pants
000012117,321,660,676,1095,pants
000010246,285,668,604,1301,pants
000010694,97,218,173,400,pants
000006780,672,808,1184,1708,pants
000001143,763,2016,1789,3136,pants
000000863,155,367,315,649,pants
000018804,124,936,851,2654,pants
000011675,116,273,316,563,pants
000002177,693,1177,1591,2798,pants
000005413,496,1033,696,1570,pants
000002639,803,2419,2169,4484,pants
000015067,72,569,336,1001,pants
000330511,707,1188,1182,2203,pants
000017307,175,420,409,853,pants
000011464,711,1573,1493,2873,pants
000013786,312,1707,1125,2768,pants
000014439,198,2191,1271,3264,pants
000014531,555,1300,1770,2275,pants
000004937,204,495,664,1151,pants
000005222,590,1275,1685,2870,pants
000013465,964,1368,1639,2692,pants
000011282,1014,1264,1877,3089,pants
000015065,123,352,326,603,pants
000017439,531,1790,901,3049,pants
000005173,218,914,473,1020,pants
000008442,553,1206,1019,2058,pants
000015978,199,1398,761,2554,pants
000018262,198,875,687,1857,pants
000016263,389,479,483,858,pants
000002639,639,2445,2290,4545,pants
000015332,457,1448,1062,2727,pants
000007863,564,1632,1225,2327,pants
000018369,871,845,1127,1145,pants
000012782,339,1464,914,1722,pants
000002407,688,908,897,1397,pants
000100642,868,1213,1458,3017,pants
000008035,154,420,499,797,pants
000004617,184,278,344,625,pants
000013659,136,247,307,543,pants
000014277,182,1027,497,1697,pants
000006817,18,94,310,525,pants
000011660,677,1473,1189,2173,pants
000007590,278,586,378,773,pants
000001095,582,667,818,722,pants
000012810,355,191,526,743,pants
000002677,318,1134,1360,3163,pants
000014637,184,271,376,578,pants
000007395,290,190,369,302,pants
000018156,687,1439,1550,2972,pants
000017983,218,314,370,568,pants
000008866,486,1002,936,1972,pants
000006506,232,284,336,542,pants
000015356,267,340,269,342,pants
000012982,209,313,276,411,pants
000007397,136,278,329,564,pants
000005605,570,1275,1520,2500,pants
000329982,499,908,685,1571,pants
000016220,209,218,546,526,pants
000003006,1491,1057,2069,2212,pants
000004853,316,428,551,939,pants
000013961,710,1735,1235,2545,pants
000009403,268,667,522,1118,pants
000007682,121,246,351,605,pants
000007861,78,207,195,439,pants
000007367,262,266,378,586,pants
000098778,17,656,423,1242,pants
000006194,582,2069,1690,3229,pants
000011294,559,437,752,735,pants
000000273,34,301,192,549,pants
000011846,591,1210,1291,2725,pants
000011888,570,954,1020,1887,pants
000017488,607,861,844,1448,pants
000014131,178,264,340,568,pants
000010051,909,1037,1487,2215,pants
000000522,184,364,320,503,pants
000016376,882,546,1621,918,pants
000014513,370,1425,1160,2485,pants
000013359,681,1229,1203,1979,pants
000014118,79,378,287,960,pants
000010634,147,114,363,564,pants
000006802,155,361,403,771,pants
000009356,106,309,430,630,pants
000014531,505,1210,1785,2270,pants
000013811,311,403,850,1030,pants
000006864,338,516,494,1020,pants
000012789,80,352,216,501,pants
000018369,650,876,911,1076,pants
000008576,1278,2566,2142,4251,pants
000006817,37,108,271,495,pants
000011846,618,1172,1220,2714,pants
000016887,191,602,448,1211,pants
000005970,180,1511,364,1596,pants
000018527,484,778,761,1253,pants
000000556,477,1936,1980,3382,pants
000012466,352,732,574,1106,pants
000002734,674,1316,1171,2388,pants
000007611,270,1460,1090,2610,pants
000329792,1477,2188,2317,4532,pants
000018527,453,761,801,1270,pants
000007367,251,272,387,589,pants
000012737,41,822,334,1828,pants
000005625,664,1503,1504,2448,pants
000017128,131,965,910,1982,pants
000018434,530,1275,1402,2592,pants
000008927,145,256,285,591,pants
000010031,77,322,292,619,pants
000004964,1025,2235,1673,3738,pants
000003455,176,745,474,1126,pants
000012631,86,542,362,862,pants
000098704,824,941,1302,1946,pants
000002177,664,571,1824,2862,pants
000004534,134,172,254,530,bags
000016159,148,184,268,487,bags
000006538,100,310,157,398,bags
000009473,201,516,442,816,bags
000008489,76,498,334,1139,bags
000008489,1779,552,1988,1155,bags
000017640,835,1145,1355,1815,bags
000008604,500,1450,865,1885,bags
000007559,194,388,385,580,bags
000004993,625,495,1260,1570,bags
000003411,240,270,348,357,bags
000001681,100,391,207,559,bags
000251508,65,115,302,439,bags
000251508,403,121,640,446,bags
000001036,38,215,272,641,bags
000329967,188,441,385,681,bags
000009636,810,1665,1245,2065,bags
000006616,58,392,198,548,bags
000363658,2333,4050,3555,5424,bags
000010104,565,535,920,1650,bags
000002564,161,371,221,484,bags
000000169,185,835,890,1790,bags
000000169,210.0,893.0,945.0,1808.0,bags
000008801,108,333,215,437,bags
000006737,194,386,273,555,bags
000009163,247,321,441,606,bags
000000230,269,662,489,886,bags
000098790,982,663,1303,1727,bags
000010907,925,954,1368,1403,bags
000008957,99,346,172,455,bags
000001123,322,937,493,1149,bags
000004546,310,464,431,683,bags
000007102,665,530,1120,1595,bags
000010844,1125,1340,1935,2290,bags
000008456,487,519,1223,1371,bags
000009880,306,431,407,548,bags
000018853,123,236,277,585,bags
000013153,612,598,848,1229,bags
000009810,181,1194,688,2752,bags
000006964,214,272,367,398,bags
000007067,485,694,805,972,bags
000008698,156,321,353,511,bags
000329860,1638,2465,2444,2984,bags
000002498,204,473,352,734,bags
000329775,761,815,1309,1447,bags
000008386,327,1935,977,3170,bags
000005375,575,580,940,1730,bags
000000152,617,641,836,1055,bags
000013484,1165,1040,1335,1290,bags
000009058,22,1969,783,3608,bags
000009058,2469,1991,3057,4104,bags
000005095,662,630,1151,1942,bags
000016465,492,408,722,740,bags
000014392,60.0,346.0,154.0,448.0,bags
000014392,55,361,122,443,bags
000001411,155,332,340,507,bags
000004536,167,377,565,945,bags
000003431,731,416,1023,953,bags
000001842,325,1590,500,1925,bags
000014144,27,277,155,466,bags
000012100,570,735,855,1640,bags
000000893,1587,1080,2299,3078,bags
000008286,491,665,711,974,bags
000007988,105,1358,496,1995,bags
000015706,261,299,355,470,bags
000015369,280,669,450,1100,bags
000017154,829,2108,1247,3156,bags
000000282,419,621,696,1017,bags
000011600,288,357,416,451,bags
000011600,581,84,903,335,bags
000010690,652,912,676,941,bags
000007590,156,717,409,937,bags
000002611,950,620,1385,1550,bags
000011612,1927,1251,2215,1811,bags
000001177,560,1097,986,2411,bags
000010659,90,305,208,513,bags
000010595,269,1353,1179,2560,bags
000004324,755,1795,1130,2190,bags
000000915,153,279,218,566,bags
000014323,151,468,333,658,bags
000009351,1596,1146,2222,2404,bags
000015578,641,990,1079,1463,bags
000009753,663,966,1332,2200,bags
000017806,476,124,696,679,bags
000000071,605,1455,875,2015,bags
000003191,106,576,326,1159,bags
000010816,259,291,459,799,bags
000014236,349,1164,702,1517,bags
000008536,168,133,277,380,bags
000001466,79,342,153,453,bags
000000061,129,300,249,394,bags
000009106,600,1545,1040,2460,bags
000007735,830,1670,1285,2315,bags
000017757,1581,788,2376,2426,bags
000016998,115,675,396,967,bags
000002065,474,1479,852,1842,bags
000018377,386,460,576,756,bags
000007979,162,563,328,687,bags
000017464,166,230,376,667,bags
000014697,399,893,754,1274,bags
000005976,259,345,388,506,bags
000005976,256.0,345.0,389.0,507.0,bags
000010633,281,582,405,769,bags
000007790,89,201,197,351,bags
000006708,976,672,1384,1827,bags
000002347,549,512,817,899,bags
000009695,49,107,140,409,bags
000009695,324,18,585,444,bags
000005791,68,338,231,545,bags
000330417,190,328,399,555,bags
000014143,340,461,435,557,bags
000002069,320,355,370,455,bags
000002829,133,335,244,504,bags
000001876,1096,858,1180,1249,bags
000008959,181,445,424,608,bags
000012571,426,582,616,859,bags
000014226,1404,1165,1725,1323,bags
000009631,1481,1758,1821,2283,bags
000006749,240,385,715,1850,bags
000007124,119,539,210,691,bags
000002728,144,182,296,305,bags
000010786,430,1395,1040,2035,bags
000015241,750,1540,1245,1835,bags
000004987,1935,2707,2500,3073,bags
000002309,226,189,298,275,bags
000007696,526,510,661,708,bags
000006425,302,360,356,411,bags
000003583,1375,892,1702,1351,bags
000004144,1060,1457,1760,1976,bags
000005665,174,71,218,147,bags
000017635,476,22,621,368,bags
000012765,152,1148,424,1725,bags
000014372,125,291,298,487,bags
000007153,156,790,431,1117,bags
000002213,576,239,759,724,bags
000008005,380,757,699,1273,bags
000011508,490,1525,815,2200,bags
000329779,270,503,345,615,bags
000010092,1320,1165,1895,1865,bags
000010875,410,920,1005,1810,bags
000002012,286,139,351,372,bags
000006934,141,156,261,492,bags
000003684,183,292,278,366,bags
000003310,220,275,318,373,bags
000000825,96,410,153,463,bags
000017040,828,1271,1978,2936,bags
000008286,469,667,706,974,bags
000098675,197,469,294,611,bags
000001641,282.0,361.0,399.0,487.0,bags
000001641,284,308,412,496,bags
000008797,71,161,171,354,bags
000011383,212,1293,1061,2058,bags
000330299,676.0,639.0,793.0,1125.0,bags
000000506,79,1242,393,1929,bags
000003631,1080,1667,1832,3154,bags
000017462,397,700,530,973,bags
000003934,176,483,378,653,bags
000001004,755,579,1299,1425,bags
000017487,582,1657,1140,2373,bags
000000330,453,526,745,1336,bags
000015613,123,91,245,323,bags
000001932,201,99,377,383,bags
000013693,148,233,354,624,bags
000018031,110,447,215,678,bags
